13,medium,expert,11,3 ♦,"['3 ♠', '7 ♣']",7 ♣,bot2,3
13,medium,expert,12,6 ♦,"['6 ♠', '8 ♣']",8 ♣,bot2,6
13,medium,expert,13,1 ♦,"['1 ♠', '9 ♣']",9 ♣,bot2,1

Game Number,13,Final Scores
bot1,52.5
bot2,38.5
Winner,bot1

14,medium,expert,1,12 ♦,"['12 ♠', '12 ♣']",12 ♣,"['bot1', 'bot2']",12
14,medium,expert,2,6 ♦,"['6 ♠', '1 ♣']",1 ♣,bot1,6
14,medium,expert,3,5 ♦,"['5 ♠', '2 ♣']",2 ♣,bot1,5
14,medium,expert,4,11 ♦,"['11 ♠', '11 ♣']",11 ♣,"['bot1', 'bot2']",11
14,medium,expert,5,3 ♦,"['3 ♠', '3 ♣']",3 ♣,"['bot1', 'bot2']",3
14,medium,expert,6,10 ♦,"['10 ♠', '10 ♣']",10 ♣,"['bot1', 'bot2']",10
14,medium,expert,7,7 ♦,"['7 ♠', '4 ♣']",4 ♣,bot1,7
14,medium,expert,8,4 ♦,"['4 ♠', '5 ♣']",5 ♣,bot2,4
14,medium,expert,9,2 ♦,"['2 ♠', '6 ♣']",6 ♣,bot2,2
14,medium,expert,10,9 ♦,"['9 ♠', '7 ♣']",7 ♣,bot1,9
14,medium,expert,11,8 ♦,"['8 ♠', '8 ♣']",8 ♣,"['bot1', 'bot2']",8
14,medium,expert,12,13 ♦,"['13 ♠', '13 ♣']",13 ♣,"['bot1', 'bot2']",13
14,medium,expert,13,1 ♦,"['1 ♠', '9 ♣']",9 ♣,bot2,1

Game Number,14,Final Scores
bot1,55.5
bot2,35.5
Winner,bot1

15,medium,expert,1,2 ♦,"['2 ♠', '1 ♣']",1 ♣,bot1,2
15,medium,expert,2,11 ♦,"['11 ♠', '11 ♣']",11 ♣,"['bot1', 'bot2']",11
15,medium,expert,3,13 ♦,"['13 ♠', '13 ♣']",13 ♣,"['bot1', 'bot2']",13
15,medium,expert,4,4 ♦,"['4 ♠', '2 ♣']",2 ♣,bot1,4
15,medium,expert,5,12 ♦,"['12 ♠', '12 ♣']",12 ♣,"['bot1', 'bot2']",12
15,medium,expert,6,7 ♦,"['7 ♠', '3 ♣']",3 ♣,bot1,7
15,medium,expert,7,9 ♦,"['9 ♠', '4 ♣']",4 ♣,bot1,9
15,medium,expert,8,10 ♦,"['10 ♠', '10 ♣']",10 ♣,"['bot1', 'bot2']",10
15,medium,expert,9,5 ♦,"['5 ♠', '5 ♣']",5 ♣,"['bot1', 'bot2']",5
15,medium,expert,10,1 ♦,"['1 ♠', '6 ♣']",6 ♣,bot2,1
15,medium,expert,11,3 ♦,"['3 ♠', '7 ♣']",7 ♣,bot2,3
15,medium,expert,12,8 ♦,"['8 ♠', '8 ♣']",8 ♣,"['bot1', 'bot2']",8
15,medium,expert,13,6 ♦,"['6 ♠', '9 ♣']",9 ♣,bot2,6

Game Number,15,Final Scores
bot1,51.5
bot2,39.5
Winner,bot1

16,medium,expert,1,8 ♦,"['8 ♠', '1 ♣']",1 ♣,bot1,8
16,medium,expert,2,4 ♦,"['4 ♠', '2 ♣']",2 ♣,bot1,4
16,medium,expert,3,12 ♦,"['12 ♠', '12 ♣']",12 ♣,"['bot1', 'bot2']",12
16,medium,expert,4,7 ♦,"['7 ♠', '3 ♣']",3 ♣,bot1,7
16,medium,expert,5,11 ♦,"['11 ♠', '11 ♣']",11 ♣,"['bot1', 'bot2']",11
16,medium,expert,6,10 ♦,"['10 ♠', '10 ♣']",10 ♣,"['bot1', 'bot2']",10
16,medium,expert,7,2 ♦,"['2 ♠', '4 ♣']",4 ♣,bot2,2
16,medium,expert,8,1 ♦,"['1 ♠', '5 ♣']",5 ♣,bot2,1
16,medium,expert,9,6 ♦,"['6 ♠', '6 ♣']",6 ♣,"['bot1', 'bot2']",6
16,medium,expert,10,3 ♦,"['3 ♠', '7 ♣']",7 ♣,bot2,3
16,medium,expert,11,9 ♦,"['9 ♠', '8 ♣']",8 ♣,bot1,9
16,medium,expert,12,13 ♦,"['13 ♠', '13 ♣']",13 ♣,"['bot1', 'bot2']",13
16,medium,expert,13,5 ♦,"['5 ♠', '9 ♣']",9 ♣,bot2,5

Game Number,16,Final Scores
bot1,54.0
bot2,37.0
Winner,bot1

17,medium,expert,1,9 ♦,"['9 ♠', '1 ♣']",1 ♣,bot1,9
17,medium,expert,2,2 ♦,"['2 ♠', '2 ♣']",2 ♣,"['bot1', 'bot2']",2
17,medium,expert,3,13 ♦,"['13 ♠', '13 ♣']",13 ♣,"['bot1', 'bot2']",13
17,medium,expert,4,5 ♦,"['5 ♠', '3 ♣']",3 ♣,bot1,5
17,medium,expert,5,1 ♦,"['1 ♠', '4 ♣']",4 ♣,bot2,1
17,medium,expert,6,7 ♦,"['7 ♠', '5 ♣']",5 ♣,bot1,7
17,medium,expert,7,11 ♦,"['11 ♠', '11 ♣']",11 ♣,"['bot1', 'bot2']",11
17,medium,expert,8,8 ♦,"['8 ♠', '6 ♣']",6 ♣,bot1,8
17,medium,expert,9,6 ♦,"['6 ♠', '7 ♣']",7 ♣,bot2,6
17,medium,expert,10,3 ♦,"['3 ♠', '8 ♣']",8 ♣,bot2,3
17,medium,expert,11,12 ♦,"['12 ♠', '12 ♣']",12 ♣,"['bot1', 'bot2']",12
17,medium,expert,12,10 ♦,"['10 ♠', '10 ♣']",10 ♣,"['bot1', 'bot2']",10
17,medium,expert,13,4 ♦,"['4 ♠', '9 ♣']",9 ♣,bot2,4

Game Number,17,Final Scores
bot1,53.0
bot2,38.0
Winner,bot1

18,medium,expert,1,8 ♦,"['8 ♠', '1 ♣']",1 ♣,bot1,8
18,medium,expert,2,9 ♦,"['9 ♠', '2 ♣']",2 ♣,bot1,9
18,medium,expert,3,4 ♦,"['4 ♠', '3 ♣']",3 ♣,bot1,4
18,medium,expert,4,12 ♦,"['12 ♠', '12 ♣']",12 ♣,"['bot1', 'bot2']",12
18,medium,expert,5,6 ♦,"['6 ♠', '4 ♣']",4 ♣,bot1,6
18,medium,expert,6,5 ♦,"['5 ♠', '5 ♣']",5 ♣,"['bot1', 'bot2']",5
18,medium,expert,7,3 ♦,"['3 ♠', '6 ♣']",6 ♣,bot2,3
18,medium,expert,8,11 ♦,"['11 ♠', '11 ♣']",11 ♣,"['bot1', 'bot2']",11
18,medium,expert,9,7 ♦,"['7 ♠', '7 ♣']",7 ♣,"['bot1', 'bot2']",7
18,medium,expert,10,13 ♦,"['13 ♠', '13 ♣']",13 ♣,"['bot1', 'bot2']",13
18,medium,expert,11,1 ♦,"['1 ♠', '8 ♣']",8 ♣,bot2,1
18,medium,expert,12,10 ♦,"['10 ♠', '10 ♣']",10 ♣,"['bot1', 'bot2']",10
18,medium,expert,13,2 ♦,"['2 ♠', '9 ♣']",9 ♣,bot2,2

Game Number,18,Final Scores
bot1,56.0
bot2,35.0
Winner,bot1

19,medium,expert,1,7 ♦,"['7 ♠', '1 ♣']",1 ♣,bot1,7
19,medium,expert,2,5 ♦,"['5 ♠', '2 ♣']",2 ♣,bot1,5
19,medium,expert,3,4 ♦,"['4 ♠', '3 ♣']",3 ♣,bot1,4
19,medium,expert,4,6 ♦,"['6 ♠', '4 ♣']",4 ♣,bot1,6
19,medium,expert,5,11 ♦,"['11 ♠', '11 ♣']",11 ♣,"['bot1', 'bot2']",11
19,medium,expert,6,12 ♦,"['12 ♠', '12 ♣']",12 ♣,"['bot1', 'bot2']",12
19,medium,expert,7,10 ♦,"['10 ♠', '10 ♣']",10 ♣,"['bot1', 'bot2']",10
19,medium,expert,8,3 ♦,"['3 ♠', '5 ♣']",5 ♣,bot2,3
19,medium,expert,9,1 ♦,"['1 ♠', '6 ♣']",6 ♣,bot2,1
19,medium,expert,10,13 ♦,"['13 ♠', '13 ♣']",13 ♣,"['bot1', 'bot2']",13
19,medium,expert,11,8 ♦,"['8 ♠', '7 ♣']",7 ♣,bot1,8
19,medium,expert,12,2 ♦,"['2 ♠', '8 ♣']",8 ♣,bot2,2
19,medium,expert,13,9 ♦,"['9 ♠', '9 ♣']",9 ♣,"['bot1', 'bot2']",9

Game Number,19,Final Scores
bot1,57.5
bot2,33.5
Winner,bot1

20,medium,expert,1,1 ♦,"['1 ♠', '1 ♣']",1 ♣,"['bot1', 'bot2']",1
20,medium,expert,2,10 ♦,"['10 ♠', '10 ♣']",10 ♣,"['bot1', 'bot2']",10
20,medium,expert,3,8 ♦,"['8 ♠', '2 ♣']",2 ♣,bot1,8
20,medium,expert,4,4 ♦,"['4 ♠', '3 ♣']",3 ♣,bot1,4
20,medium,expert,5,7 ♦,"['7 ♠', '4 ♣']",4 ♣,bot1,7
20,medium,expert,6,9 ♦,"['9 ♠', '5 ♣']",5 ♣,bot1,9
20,medium,expert,7,3 ♦,"['3 ♠', '6 ♣']",6 ♣,bot2,3
20,medium,expert,8,13 ♦,"['13 ♠', '13 ♣']",13 ♣,"['bot1', 'bot2']",13
20,medium,expert,9,11 ♦,"['11 ♠', '11 ♣']",11 ♣,"['bot1', 'bot2']",11
20,medium,expert,10,12 ♦,"['12 ♠', '12 ♣']",12 ♣,"['bot1', 'bot2']",12
20,medium,expert,11,6 ♦,"['6 ♠', '7 ♣']",7 ♣,bot2,6
20,medium,expert,12,2 ♦,"['2 ♠', '8 ♣']",8 ♣,bot2,2
20,medium,expert,13,5 ♦,"['5 ♠', '9 ♣']",9 ♣,bot2,5

Game Number,20,Final Scores
bot1,51.5
bot2,39.5
Winner,bot1

21,medium,expert,1,2 ♦,"['2 ♠', '1 ♣']",1 ♣,bot1,2
21,medium,expert,2,12 ♦,"['12 ♠', '12 ♣']",12 ♣,"['bot1', 'bot2']",12
21,medium,expert,3,13 ♦,"['13 ♠', '13 ♣']",13 ♣,"['bot1', 'bot2']",13
21,medium,expert,4,11 ♦,"['11 ♠', '11 ♣']",11 ♣,"['bot1', 'bot2']",11
21,medium,expert,5,5 ♦,"['5 ♠', '2 ♣']",2 ♣,bot1,5
21,medium,expert,6,4 ♦,"['4 ♠', '3 ♣']",3 ♣,bot1,4
21,medium,expert,7,7 ♦,"['7 ♠', '4 ♣']",4 ♣,bot1,7
21,medium,expert,8,8 ♦,"['8 ♠', '5 ♣']",5 ♣,bot1,8
21,medium,expert,9,1 ♦,"['1 ♠', '6 ♣']",6 ♣,bot2,1
21,medium,expert,10,9 ♦,"['9 ♠', '7 ♣']",7 ♣,bot1,9
21,medium,expert,11,6 ♦,"['6 ♠', '8 ♣']",8 ♣,bot2,6
21,medium,expert,12,3 ♦,"['3 ♠', '9 ♣']",9 ♣,bot2,3
21,medium,expert,13,10 ♦,"['10 ♠', '10 ♣']",10 ♣,"['bot1', 'bot2']",10

Game Number,21,Final Scores
bot1,58.0
bot2,33.0
Winner,bot1

22,medium,expert,1,12 ♦,"['12 ♠', '12 ♣']",12 ♣,"['bot1', 'bot2']",12
22,medium,expert,2,8 ♦,"['8 ♠', '1 ♣']",1 ♣,bot1,8
22,medium,expert,3,10 ♦,"['10 ♠', '10 ♣']",10 ♣,"['bot1', 'bot2']",10
